thank 3.24 2.15 1.03 3.24 2.15 1.03
threaten -2.53 0.17 0.99 -2.53 0.17 0.99
tickle 1.33 1.08 1.81 1.33 1.08 1.81
toady_to -0.23 -0.46 0.17 -0.23 -0.46 0.17
toast 1.85 1.16 1.03 1.85 1.16 1.03
torment -2.54 0.87 0.58 -2.54 0.87 0.58
torture -2.88 0.79 0.69 -2.88 0.79 0.69
touch 1.68 1.45 0.21 1.68 1.45 0.21
train 1.48 1.65 0.69 1.48 1.65 0.69
transact_business_with 1.58 1.41 0.92 1.58 1.41 0.92
treat 2.36 1.53 0.84 2.36 1.53 0.84
tug -0.59 0.60 0.40 -0.59 0.60 0.40
turn_to 1.50 0.38 -0.07 1.50 0.38 -0.07
underpay -2.68 -0.05 -0.47 -2.68 -0.05 -0.47
undress 1.56 1.64 0.63 1.56 1.64 0.63
upbraid 0.22 0.27 0.60 0.22 0.27 0.60
urge_on 0.62 1.37 1.32 0.62 1.37 1.32
victimize -3.14 0.24 0.59 -3.14 0.24 0.59
wait_on 0.67 -0.34 -0.44 0.67 -0.34 -0.44
walk_out_on -1.72 0.63 0.39 -1.72 0.63 0.39
warn 1.82 1.50 0.81 1.82 1.50 0.81
wash 1.18 0.52 -0.37 1.18 0.52 -0.37
watch 0.52 0.08 -0.66 0.52 0.08 -0.66
welcome 2.72 2.00 1.26 2.72 2.00 1.26
wheedle -1.04 0.24 -0.09 -1.04 0.24 -0.09
whine_to -1.86 -1.19 -0.26 -1.86 -1.19 -0.26
whip -2.60 0.86 1.05 -2.60 0.86 1.05
whisper_to 0.67 0.12 -1.62 0.67 0.12 -1.62
wink_at 2.16 1.27 0.28 2.16 1.27 0.28
work -0.35 0.97 0.88 -0.35 0.97 0.88
wrestle_with 0.69 1.45 2.20 0.69 1.45 2.20
yell_at -1.37 0.81 1.97 -1.37 0.81 1.97
yield_to 0.39 -0.16 -0.21 0.39 -0.16 -0.21
